year,season,cat_id,cat_type,PM,TOG,NOx,SOx,CO,CO2,CH4,N2O,HFC,BCO2,SF6
1990,Annual,1277,Area,0,0.3676,0,0,0,0,0,0,0,0,0
1990,Annual,1279,Area,0,0.3047,0,0,0,0,0,0,0,0,0
1990,Annual,1281,Area,0,0.0885,0,0,0,0,0,0,0,0,0
1990,Annual,1283,Area,0,0.3026,0,0,0,0,0,0,0,0,0
1990,Annual,1285,Area,0,0.1157,0,0,0,0,0,0,0,0,0
1990,Annual,1434,Area,0,12.440001,0,0,0,0,0,0,0,0,0
1990,Annual,1435,Area,1.48611,0,0,0,0,0,0,0,0,0,0
1990,Annual,1440,Area,0,0.288325,0,0,0,0,0,0,0,0,0
1990,Annual,1441,Area,0,0.535359,0,0,0,0,0,0,0,0,0
1990,Annual,1442,Area,0,0.069494,0,0,0,0,0,0,0,0,0
1990,Annual,1443,Area,0,0.255789,0,0,0,0,0,0,0,0,0
1990,Annual,1444,Area,0,0.462832,0,0,0,0,0,0,0,0,0
1990,Annual,1445,Area,0,2.4502,0,0,0,0,0,0,0,0,0
1990,Annual,1446,Area,0,0.116163,0,0,0,0,0,0,0,0,0
1990,Annual,1447,Area,0,0.375318,0,0,0,0,0,0,0,0,0
1990,Annual,1448,Area,0,0.566359,0,0,0,0,0,0,0,0,0
1990,Annual,1449,Area,0,0.04428,0,0,0,0,0,0,0,0,0
1990,Annual,1450,Area,0,0.053389,0,0,0,0,0,0,0,0,0
1990,Annual,1451,Area,0,0.060304,0,0,0,0,0,0,0,0,0
1990,Annual,1452,Area,0,0.065808,0,0,0,0,0,0,0,0,0
1990,Annual,1453,Area,0,0.117725,0,0,0,0,0,0,0,0,0
1990,Annual,1454,Area,0,0.046395,0,0,0,0,0,0,0,0,0
1990,Annual,1455,Area,0,0.009854,0,0,0,0,0,0,0,0,0
1990,Annual,1456,Area,0,0.012684,0,0,0,0,0,0,0,0,0
1990,Annual,1457,Area,0,0.001224,0,0,0,0,0,0,0,0,0
